Job Title,Rating,Company Name,Headquarters,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Location City,Location State,Est_Salary
Data Scientist,4.1,Zynga,"San Francisco, CA",2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1,0,Austin, TX,148.5
Data Scientist,3.1,Dun & Bradstreet,"Short Hills, NJ",1841,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),"Experian, Equifax",0,Austin, TX,148.5
Data Analyst,5.0,AlertMedia,"Austin, TX",2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Everbridge,0,Austin, TX,148.5
Data Engineer,3.9,Balyasny Asset Management,"Chicago, IL",2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,Austin, TX,148.5
Data Scientist,3.7,Mott MacDonald,"Croydon, United Kingdom",1989,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),"Atkins, Arup, CH2M",0,Austin, TX,148.5
Data Scientist,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Austin, TX,148.5
Data Scientist,4.4,Google,"Mountain View, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,Austin, TX,148.5
Data Scientist,3.9,The Zebra,"Austin, TX",2012,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1,0,Austin, TX,148.5
Data Scientist,3.7,Jabil Circuit,"Saint Petersburg, FL",1966,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),"Foxconn, Plexus",0,Austin, TX,148.5
Data Engineer,4.5,SciPlay,"Cedar Falls, IA",1998,Company - Public,Video Games,Media,Unknown / Non-Applicable,-1,1,Austin, TX,148.5
Data Scientist,3.6,Whole Foods Market,"Austin, TX",1980,Company - Public,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),"Kroger, Safeway, Trader Joe's",0,Austin, TX,148.5
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,148.5
Data Scientist,3.6,eBay,"San Jose, CA",1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",0,Austin, TX,148.5
Data Scientist,3.7,CloudFlare,"San Francisco, CA",2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,0,Austin, TX,148.5
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Austin, TX,148.5
Data Scientist,3.8,Applied Research Laboratories,"Austin, TX",1976,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,Austin, TX,148.5
Data Scientist,4.1,Zynga,"San Francisco, CA",2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1,0,Austin, TX,148.5
Data Scientist,3.3,Thrivent,"Minneapolis, MN",1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Northwestern Mutual, State Farm",0,Austin, TX,148.5
FEDERAL,4.2,Solekai Systems Corp,"San Diego, CA",2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,Austin, TX,148.5
Data Scientist,3.6,CACI International,"Arlington, VA",1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",0,Austin, TX,148.5
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,148.5
Data Analyst,3.9,Electronic Arts,"Redwood City, CA",1982,Company - Public,Video Games,Media,$2 to $5 billion (USD),"Riot Games, Google, Activision Blizzard",0,Austin, TX,148.5
Data Scientist,3.2835763622409817,GradTests (gradtests.com),unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Austin, TX,148.5
Data Scientist,3.5,Internal Revenue Service,"Washington, DC",1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,Austin, TX,148.5
Data Engineer,4.5,Applied Information Sciences,"Reston, VA",1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,Austin, TX,148.5
Data Scientist,4.3,Microsoft,"Redmond, WA",1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Amazon, Apple",0,Austin, TX,148.5
RECRUITING MANAGER,4.5,Facebook,"Menlo Park, CA",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,Austin, TX,148.5
Data Analyst,2.8,Texas Health & Human Services Commission,"Austin, TX",1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,0,Austin, TX,148.5
Data Scientist,3.1,Federal Data Systems,"Linthicum, MD",1976,Contract,IT Services,Information Technology,$5 to $10 million (USD),-1,0,Austin, TX,148.5
Data Analyst,3.7,Indeed,"Austin, TX",2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),"Simply Hired, CareerBuilder, Glassdoor",0,Austin, TX,148.5
Data Scientist,2.2,NGENERA CORPORATION,"Houston, TX",1976,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,Austin, TX,145.0
Data Analyst,4.1,Zynga,"San Francisco, CA",2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1,0,Austin, TX,145.0
Data Scientist,3.2835763622409817,SubjectWell,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Austin, TX,145.0
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,145.0
Data Scientist,3.1,Horne LLP,"Ridgeland, MS",1962,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD),"Carr Riggs & Ingram, Cherry Bekaert, LBMC",0,Austin, TX,145.0
Data Analyst,3.3,Allscripts,"Chicago, IL",1986,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cerner, Epic, Athena Health Care Systems",0,Austin, TX,145.0
ARCHITECT,3.6,Blackbaud,"Charleston, SC",1981,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),-1,0,Austin, TX,145.0
Data Engineer,3.9,PayPal,"San Jose, CA",1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,Austin, TX,145.0
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,145.0
Data Scientist,3.6,Hotels.com,"Dallas, TX",1991,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,"Priceline.com, Booking.com, Kayak.com",0,Austin, TX,145.0
Data Engineer,5.0,Enview,"San Francisco, CA",2015,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,0,Austin, TX,145.0
Data Analyst,4.1,TaskRabbit,"San Francisco, CA",2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,1,Austin, TX,145.0
Data Engineer,3.5,Integral Ad Science,"New York, NY",2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),-1,0,Austin, TX,145.0
Data Analyst,3.1,Horne LLP,"Ridgeland, MS",1962,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD),"Carr Riggs & Ingram, Cherry Bekaert, LBMC",0,Austin, TX,145.0
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,145.0
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Austin, TX,145.0
Data Scientist,3.8,Clockwork Solutions,"Austin, TX",2000,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,Austin, TX,145.0
Data Analyst,2.8,Texas Health & Human Services Commission,"Austin, TX",1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,0,Austin, TX,145.0
Data Scientist,2.6,CognitiveScale,"Austin, TX",2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,Austin, TX,145.0
Data Scientist,3.1,Signature Science,"Austin, TX",1976,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,Austin, TX,145.0
Data Analyst,4.0,CYNET SYSTEMS,"Ashburn, VA",2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,Austin, TX,145.0
Data Analyst,4.4,Assembly,"Santa Monica, CA",2017,Company - Private,Building & Personnel Services,Business Services,Unknown / Non-Applicable,-1,0,Austin, TX,145.0
QUANTITATIVE RESEARCHER,3.9,DRW Trading Group,"Chicago, IL",1992,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,Austin, TX,145.0
Data Scientist,4.3,The University of Texas at Austin,"Austin, TX",1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,0,Austin, TX,145.0
Data Scientist,3.8,Sense Corp,"Saint Louis, MO",1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,0,Austin, TX,145.0
Data Scientist,3.9,Deloitte,"New York, NY",1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Amazon, PwC, McKinsey & Company",0,Austin, TX,145.0
Data Engineer,4.2,RunTitle,"Austin, TX",2012,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",Less than $1 million (USD),-1,0,Austin, TX,145.0
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,145.0
Data Analyst,4.6,Pushnami,"Austin, TX",2017,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),OneSignal,0,Austin, TX,145.0
Data Scientist,3.8,Clockwork Solutions,"Austin, TX",2000,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,Austin, TX,145.0
Data Scientist,4.2,CyberCoders,"Irvine, CA",1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,Austin, TX,122.0
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,122.0
Data Analyst,3.5,NxStage,"Lawrence, MA",1998,Company - Public,Health Care Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Baxter, Gambro AB, Fresenius",0,Austin, TX,122.0
Data Scientist,4.3,The University of Texas at Austin,"Austin, TX",1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,0,Austin, TX,122.0
Data Engineer,4.3,The University of Texas at Austin,"Austin, TX",1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,0,Austin, TX,122.0
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,122.0
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,122.0
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Austin, TX,122.0
Data Scientist,3.6,Oracle,"Redwood City, CA",1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"SAP, Salesforce, Microsoft",0,Austin, TX,122.0
Data Analyst,4.7,KGS,"New York, NY",2010,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1,0,Austin, TX,122.0
Data Scientist,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,122.0
Data Analyst,2.7,Assembly,"New York, NY",2014,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,Austin, TX,122.0
Data Analyst,2.8,Texas Health & Human Services Commission,"Austin, TX",1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,0,Austin, TX,122.0
Data Scientist,3.3,Cubic,"San Diego, CA",1951,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"Accenture, Northrop Grumman, Xerox",0,Austin, TX,122.0
Data Analyst,3.2,Fresenius Medical Care,"Bad Homburg vor der Hohe, Germany",1976,Company - Public,Health Care Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,Austin, TX,122.0
UNPAID INTERNSHIP FOR DATA DRIVEN SPORTS CONSULTING POSITION,3.7,EDGE10 Group,"London, United Kingdom",1976,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,Austin, TX,122.0
Data Engineer,3.2835763622409817,BuildGroup Data Services,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Austin, TX,122.0
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Austin, TX,122.0
Data Engineer,4.1,Mastercard,"Purchase, NY",1966,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD),"PayPal, American Express, Visa Inc.",0,Austin, TX,122.0
Data Analyst,3.2835763622409817,Simplex,"Austin, TX",2012,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1,0,Austin, TX,122.0
Data Scientist,4.1,APN Software Services Inc.,"Newark, CA",1976,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,Austin, TX,122.0
Data Engineer,4.5,SpringML,"Pleasanton, CA",2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,1,Austin, TX,122.0
DATA SCIENCE ARCHITECT,4.3,"Onica, a Rackspace Company","Los Angeles, CA",2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Cloudreach, CenturyLink, Cloud Technology Partners",0,Austin, TX,122.0
Data Analyst,3.6,Central Health,"Austin, TX",1976,Government,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),-1,0,Austin, TX,122.0
Data Analyst,4.3,Lightspeed Systems,"Austin, TX",1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,1,Austin, TX,122.0
Data Scientist,3.7,CloudFlare,"San Francisco, CA",2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,0,Austin, TX,122.0
Data Analyst,4.9,Cypress HCM,"Walnut Creek, CA",2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,Austin, TX,122.0
Data Engineer,3.8,Sense Corp,"Saint Louis, MO",1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,0,Austin, TX,122.0
Data Scientist,4.3,The University of Texas at Austin,"Austin, TX",1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,0,Austin, TX,122.0
Data Scientist,4.1,APN Software Services Inc.,"Newark, CA",1976,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,Round Rock, TX,122.0
DATA SCIENCE RESIDENT,3.9,Galvanize,"Denver, CO",2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"General Assembly, Hack Reactor, WeWork",0,Austin, TX,122.0
Data Engineer,4.3,Cirrus Logic,"Austin, TX",1984,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$1 to $2 billion (USD),"Texas Instruments, Maxim Integrated, Analog Devices",0,Austin, TX,126.0
Data Analyst,5.0,"Staffigo Technical Services, LLC","Woodridge, IL",2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,Austin, TX,126.0
Data Engineer,3.6,Samsung Electronics,"Suwon, South Korea",1969,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,0,Austin, TX,126.0
Data Analyst,3.8,Booz Allen Hamilton Inc.,"Mc Lean, VA",1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",0,Austin, TX,126.0
Data Analyst,4.5,Rose International,"Chesterfield, MO",1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,Austin, TX,126.0
Data Engineer,4.7,SADA,"North Hollywood, CA",2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,Austin, TX,126.0
Data Analyst,3.9,TxDOT,"Austin, TX",1991,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,0,Austin, TX,126.0
Data Scientist,3.8,Applied Research Laboratories,"Austin, TX",1976,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,Austin, TX,126.0
Data Scientist,3.4,"Ultra Electronics, Advanced Tactical Systems","London, United Kingdom",1920,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),"Northrop Grumman, Thales, Rolls-Royce",0,Austin, TX,126.0
Data Analyst,2.6,Santanna Energy Services,"Austin, TX",1988,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,0,Austin, TX,126.0
Data Engineer,2.9,Clinicient,"Portland, OR",2004,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,Austin, TX,126.0
Data Engineer,3.8,"Pilytix, LLC","Austin, TX",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Austin, TX,126.0
Data Engineer,4.1,Apple,"Cupertino, CA",1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,Austin, TX,126.0
Data Analyst,4.7,OnlineMedEd,"Austin, TX",2014,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,Austin, TX,126.0
Data Analyst,3.5,Robert Half,"Menlo Park, CA",1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0,Austin, TX,126.0
